Date,Open ,High,Low,Close
2016-07-20 10:00:00,736.13,742.12,735.97,741.98
2016-07-20 12:00:00,741.98,745.28,740.92,745.08
2016-07-20 14:00:00,745.08,745.5,742.79,743.76
2016-07-21 09:30:00,745.21,745.21,742.15,742.21
2016-07-21 10:00:00,742.21,744.67,740.3,740.65
2016-07-21 12:00:00,740.65,741.69,739.57,739.57
2016-07-21 14:00:00,739.57,739.89,735.31,738.28
2016-07-22 09:30:00,735.69,736.85,731.54,736.72
2016-07-22 10:00:00,736.72,740.36,735.0,740.32
2016-07-22 12:00:00,740.32,742.48,740.15,742.18
2016-07-22 14:00:00,742.18,742.42,741.05,742.24
2016-07-25 09:30:00,744.18,747.65,743.75,745.65
2016-07-25 10:00:00,745.65,746.66,743.87,744.93
2016-07-25 12:00:00,744.93,746.43,744.85,745.7
2016-07-25 14:00:00,745.7,746.42,745.16,746.41
2016-07-26 09:30:00,754.05,761.84,754.05,761.17
2016-07-26 10:00:00,761.17,761.43,755.25,756.95
2016-07-26 12:00:00,756.95,759.81,756.18,758.77
2016-07-26 14:00:00,758.77,778.74,757.74,774.86
2016-07-27 09:30:00,781.19,782.23,774.55,776.43
2016-07-27 10:00:00,776.43,777.98,772.92,773.42
2016-07-27 12:00:00,773.42,773.46,771.65,773.37
2016-07-27 14:00:00,773.37,776.28,770.81,774.91
2016-07-28 09:30:00,770.65,775.18,767.15,773.79
2016-07-28 10:00:00,773.79,775.81,767.65,769.26
2016-07-28 12:00:00,769.26,770.43,767.81,769.38
2016-07-28 14:00:00,769.38,771.12,768.81,770.48
2016-07-29 09:30:00,771.02,773.04,765.7,766.04
2016-07-29 10:00:00,766.04,768.67,763.8,768.13
2016-07-29 12:00:00,768.13,768.72,764.55,766.12
2016-07-29 14:00:00,766.12,767.86,765.32,766.76
2016-08-01 09:30:00,766.99,769.04,766.63,768.7
2016-08-01 10:00:00,768.7,770.85,767.61,768.1
2016-08-01 12:00:00,768.1,768.25,765.32,766.7
2016-08-01 14:00:00,766.7,767.98,766.05,767.96
2016-08-02 09:30:00,767.14,767.14,761.85,762.68
2016-08-02 10:00:00,762.68,762.8,756.29,756.29
2016-08-02 12:00:00,756.29,756.8,751.46,753.3
2016-08-02 14:00:00,753.3,756.38,753.17,755.71
2016-08-03 09:30:00,751.72,754.9,751.29,752.97
2016-08-03 10:00:00,752.97,755.18,752.82,755.04
2016-08-03 12:00:00,755.04,755.53,753.92,754.32
2016-08-03 14:00:00,754.32,756.52,753.85,756.52
2016-08-04 09:30:00,757.77,761.64,757.18,759.79
2016-08-04 10:00:00,759.79,763.3,758.06,763.22
2016-08-04 12:00:00,763.22,763.57,761.45,762.7
2016-08-04 14:00:00,762.7,763.76,761.64,763.57
2016-08-05 09:30:00,765.28,771.22,765.28,771.11
2016-08-05 10:00:00,771.11,773.89,770.65,772.47
2016-08-05 12:00:00,772.47,774.06,772.47,773.97
2016-08-05 14:00:00,773.97,773.97,772.54,773.61
2016-08-08 09:30:00,775.9,777.74,774.42,775.06
2016-08-08 10:00:00,775.06,775.28,771.8,773.43
2016-08-08 12:00:00,773.43,773.62,771.81,772.67
2016-08-08 14:00:00,772.67,772.67,771.09,772.38
2016-08-09 09:30:00,775.09,780.86,775.09,778.2
2016-08-09 10:00:00,778.2,780.96,777.46,779.82
2016-08-09 12:00:00,779.82,780.37,778.52,779.4
2016-08-09 14:00:00,779.4,779.68,778.26,778.79
2016-08-10 09:30:00,779.29,779.65,773.05,774.03
2016-08-10 10:00:00,774.03,774.42,769.94,771.56
2016-08-10 12:00:00,771.56,773.89,771.47,772.32
2016-08-10 14:00:00,772.32,774.1,771.7,772.76
2016-08-11 09:30:00,773.52,776.3,773.3,774.3
2016-08-11 10:00:00,774.3,775.53,772.03,775.47
2016-08-11 12:00:00,775.47,776.72,774.88,776.24
2016-08-11 14:00:00,776.24,777.28,775.62,776.32
2016-08-12 09:30:00,776.97,779.69,776.97,777.49
2016-08-12 10:00:00,777.49,781.28,776.62,779.14
2016-08-12 12:00:00,779.14,779.24,777.16,777.87
2016-08-12 14:00:00,777.87,780.04,777.71,779.83
2016-08-15 09:30:00,780.67,786.88,780.58,786.25
2016-08-15 10:00:00,786.25,791.25,786.16,790.48
2016-08-15 12:00:00,790.48,792.34,790.16,791.74
2016-08-15 14:00:00,791.74,791.89,790.24,790.43
2016-08-16 09:30:00,789.58,789.58,783.95,787.9
2016-08-16 10:00:00,787.9,788.79,785.24,786.35
2016-08-16 12:00:00,786.35,787.04,785.63,785.71
2016-08-16 14:00:00,785.71,786.15,784.4,784.56
2016-08-17 09:30:00,784.4,784.87,780.97,783.01
2016-08-17 10:00:00,783.01,784.22,780.37,780.56
2016-08-17 12:00:00,780.56,784.22,780.49,782.65
2016-08-17 14:00:00,782.65,785.04,781.22,784.6
2016-08-18 09:30:00,784.61,787.83,784.61,787.01
2016-08-18 10:00:00,787.01,789.1,785.65,788.83
2016-08-18 12:00:00,788.83,788.83,784.73,788.6
2016-08-18 14:00:00,788.6,790.13,788.28,790.1
2016-08-19 09:30:00,792.61,793.53,790.37,793.29
2016-08-19 10:00:00,793.29,798.85,793.29,797.91
2016-08-19 12:00:00,797.91,798.39,794.97,796.64
2016-08-19 14:00:00,796.64,797.74,796.44,797.0
2016-08-22 09:30:00,796.59,796.59,793.91,795.69
2016-08-22 10:00:00,795.69,799.47,794.4,796.45
2016-08-22 12:00:00,796.45,798.67,794.43,796.24
2016-08-22 14:00:00,796.24,797.57,795.52,797.24
2016-08-23 09:30:00,798.76,804.54,798.76,803.89
2016-08-23 10:00:00,803.89,804.65,802.37,803.56
2016-08-23 12:00:00,803.56,803.66,800.99,802.66
2016-08-23 14:00:00,802.66,802.66,800.74,801.26
2016-08-24 09:30:00,802.24,802.49,799.84,800.78
2016-08-24 10:00:00,800.78,801.39,798.11,798.27
2016-08-24 12:00:00,798.27,799.45,798.06,798.14
2016-08-24 14:00:00,798.14,798.14,791.95,794.46
2016-08-25 09:30:00,794.83,797.25,794.71,796.03
2016-08-25 10:00:00,796.03,801.03,795.91,800.05
2016-08-25 12:00:00,800.05,800.16,798.29,798.45
2016-08-25 14:00:00,798.45,799.34,796.71,797.49
2016-08-26 09:30:00,797.61,803.77,797.61,803.0
2016-08-26 10:00:00,803.0,807.1,800.7,801.48
2016-08-26 12:00:00,801.48,801.48,795.65,798.21
2016-08-26 14:00:00,798.21,802.08,796.52,801.37
2016-08-29 09:30:00,802.86,806.18,802.4,805.01
2016-08-29 10:00:00,805.01,806.7,802.69,806.41
2016-08-29 12:00:00,806.41,806.82,805.69,806.22
2016-08-29 14:00:00,806.22,806.38,803.37,803.6
2016-08-30 09:30:00,803.5,807.64,803.35,807.08
2016-08-30 10:00:00,807.08,808.34,801.52,802.19
2016-08-30 12:00:00,802.19,803.22,800.09,801.42
2016-08-30 14:00:00,801.42,802.07,799.21,802.03
2016-08-31 09:30:00,802.37,803.15,798.07,801.09
2016-08-31 10:00:00,801.09,801.38,797.45,799.45
2016-08-31 12:00:00,799.45,800.89,797.31,800.65
2016-08-31 14:00:00,800.65,802.26,799.99,801.5
2016-09-01 09:30:00,802.25,806.29,801.81,804.1
2016-09-01 10:00:00,804.1,804.53,797.77,801.23
2016-09-01 12:00:00,801.23,807.5,800.99,806.96
2016-09-01 14:00:00,806.96,808.22,804.46,808.15
2016-09-02 09:30:00,810.05,810.83,803.44,807.56
2016-09-02 10:00:00,807.56,810.17,806.71,807.97
2016-09-02 12:00:00,807.97,808.07,803.63,803.67
2016-09-02 14:00:00,803.67,806.96,803.48,806.9
2016-09-06 09:30:00,807.36,809.32,806.05,806.09
2016-09-06 10:00:00,806.09,807.16,801.53,802.56
2016-09-06 12:00:00,802.56,803.23,800.98,801.99
2016-09-06 14:00:00,801.99,805.0,801.82,804.97
2016-09-07 09:30:00,805.77,806.82,803.42,804.85
2016-09-07 10:00:00,804.85,805.03,800.71,801.19
2016-09-07 12:00:00,801.19,801.19,797.83,798.01
2016-09-07 14:00:00,798.01,799.42,797.77,799.13
2016-09-08 09:30:00,798.5,798.5,793.38,794.53
2016-09-08 10:00:00,794.53,799.91,793.14,798.7
2016-09-08 12:00:00,798.7,798.88,795.49,797.23
2016-09-08 14:00:00,797.23,798.8,796.69,797.56
2016-09-09 09:30:00,794.7,794.83,786.54,786.54
2016-09-09 10:00:00,786.54,786.69,773.67,774.3
2016-09-09 12:00:00,774.3,775.51,768.91,769.93
2016-09-09 14:00:00,769.93,773.34,767.09,768.6
2016-09-12 09:30:00,764.32,769.93,760.09,769.65
2016-09-12 10:00:00,769.65,777.72,769.62,776.64
2016-09-12 12:00:00,776.64,780.91,775.34,779.14
2016-09-12 14:00:00,779.14,784.49,778.96,783.97
2016-09-13 09:30:00,782.57,786.21,779.8,780.14
2016-09-13 10:00:00,780.14,782.06,774.53,775.49
2016-09-13 12:00:00,775.49,778.86,772.79,777.06
2016-09-13 14:00:00,777.06,778.77,773.55,776.66
2016-09-14 09:30:00,777.59,780.17,773.98,776.72
2016-09-14 10:00:00,776.72,783.41,776.11,783.14
2016-09-14 12:00:00,783.14,785.48,780.73,781.96
2016-09-14 14:00:00,781.96,783.83,779.67,783.78
