Date,Close,SMA50,SMA200,Signal,Entry/Exit
2015-07-22,350.0,356.2880000000004,,0.0,0.0
2015-07-23,346.44,355.9134000000004,,0.0,0.0
2015-07-24,341.41,355.43900000000036,,0.0,0.0
2015-07-27,336.24,354.7344000000004,,0.0,0.0
2015-07-28,336.84,354.05420000000044,,0.0,0.0
2015-07-29,339.84,353.43680000000046,,0.0,0.0
2015-07-30,338.75,352.7902000000004,,0.0,0.0
2015-07-31,336.32,352.1116000000004,,0.0,0.0
2015-08-03,334.7,351.4412000000004,,0.0,0.0
2015-08-04,332.44,350.7284000000003,,0.0,0.0
2015-08-05,334.69,350.12160000000034,,0.0,0.0
2015-08-06,333.07,349.4094000000003,,0.0,0.0
2015-08-07,331.85,348.6562000000003,,0.0,0.0
2015-08-10,335.59,348.0524000000003,,0.0,0.0
2015-08-11,330.0,347.36700000000036,,0.0,0.0
2015-08-12,327.13,346.6416000000003,,0.0,0.0
2015-08-13,325.91,345.8608000000003,,0.0,0.0
2015-08-14,328.14,345.2670000000003,,0.0,0.0
2015-08-17,329.33,344.7472000000003,,0.0,0.0
2015-08-18,328.72,344.2526000000003,,0.0,0.0
2015-08-19,323.26,343.6632000000003,,0.0,0.0
2015-08-20,317.06,342.8922000000003,,0.0,0.0
2015-08-21,307.27,341.9014000000003,,0.0,0.0
2015-08-24,299.17,340.81620000000026,,0.0,0.0
2015-08-25,294.66,339.60380000000026,,0.0,0.0
2015-08-26,303.09,338.52000000000027,,0.0,0.0
2015-08-27,314.47,337.6634000000003,,0.0,0.0
2015-08-28,311.23,336.6704000000003,,0.0,0.0
2015-08-31,302.47,335.53600000000034,,0.0,0.0
2015-09-01,294.3,334.24280000000033,,0.0,0.0
2015-09-02,298.53,333.0104000000003,,0.0,0.0
2015-09-03,300.26,331.9042000000003,,0.0,0.0
2015-09-04,294.24,330.76640000000026,,0.0,0.0
2015-09-08,301.43,329.7056000000003,,0.0,0.0
2015-09-09,296.77,328.75020000000023,,0.0,0.0
2015-09-10,301.31,327.8568000000003,,0.0,0.0
2015-09-11,303.31,326.9750000000003,,0.0,0.0
2015-09-14,301.06,326.0882000000003,,0.0,0.0
2015-09-15,307.9,325.3900000000003,,0.0,0.0
2015-09-16,313.51,324.80800000000033,,0.0,0.0
2015-09-17,311.63,324.35820000000035,,0.0,0.0
2015-09-18,308.87,323.79780000000034,,0.0,0.0
2015-09-21,312.39,323.2564000000004,,0.0,0.0
2015-09-22,304.33,322.45780000000036,,0.0,0.0
2015-09-23,303.26,321.6684000000004,,0.0,0.0
2015-09-24,300.51,320.7488000000004,,0.0,0.0
2015-09-25,302.98,319.7228000000004,,0.0,0.0
2015-09-28,294.06,318.5132000000004,,0.0,0.0
2015-09-29,293.52,317.3216000000004,,0.0,0.0
2015-09-30,297.47,316.23460000000034,,0.0,0.0
2015-10-01,295.92,315.15300000000036,,0.0,0.0
2015-10-02,303.36,314.29140000000035,,0.0,0.0
2015-10-05,313.61,313.73540000000037,,0.0,0.0
2015-10-06,312.73,313.2652000000004,,0.0,0.0
2015-10-07,320.64,312.9412000000004,,0.0,0.0
2015-10-08,318.57,312.51580000000035,,0.0,0.0
2015-10-09,318.11,312.10300000000035,,0.0,0.0
2015-10-12,315.66,311.68980000000033,,0.0,0.0
2015-10-13,315.12,311.29820000000035,,0.0,0.0
2015-10-14,322.47,311.0988000000003,,0.0,0.0
2015-10-15,325.63,310.91760000000033,,0.0,0.0
2015-10-16,330.83,310.8728000000003,347.56345,0.0,0.0
2015-10-19,327.88,310.7934000000003,347.41920000000005,0.0,0.0
2015-10-20,327.15,310.62460000000027,347.31745,0.0,0.0
2015-10-21,321.98,310.4642000000003,347.21684999999997,0.0,0.0
2015-10-22,335.35,310.6286000000003,347.1469,0.0,0.0
2015-10-23,340.79,310.92620000000034,347.08375,0.0,0.0
2015-10-26,337.02,311.1038000000003,347.02270000000004,0.0,0.0
2015-10-27,335.57,311.2286000000003,346.9659000000001,0.0,0.0
2015-10-28,346.32,311.58060000000035,346.9576000000002,0.0,0.0
2015-10-29,349.86,312.1126000000003,346.97815000000014,0.0,0.0
2015-10-30,351.97,312.81080000000037,347.0257500000002,0.0,0.0
2015-11-02,354.57,313.75680000000034,347.0582500000002,0.0,0.0
2015-11-03,358.47,314.9428000000003,347.1176500000002,0.0,0.0
2015-11-04,356.49,316.1794000000003,347.15260000000023,0.0,0.0
2015-11-05,357.3,317.2636000000003,347.1351500000003,0.0,0.0
2015-11-06,356.7,318.10820000000035,347.1430500000003,0.0,0.0
2015-11-09,349.57,318.87500000000034,347.10395000000034,0.0,0.0
2015-11-10,350.27,319.83100000000036,347.0979000000004,0.0,0.0
2015-11-11,350.5,320.9550000000004,347.1252500000004,0.0,0.0
2015-11-12,345.74,321.8992000000004,347.1192500000004,0.0,0.0
2015-11-13,343.25,322.7590000000004,347.1329500000004,0.0,0.0
2015-11-16,352.33,323.92080000000044,347.1564000000004,0.0,0.0
2015-11-17,353.42,324.9606000000004,347.15875000000045,0.0,0.0
2015-11-18,360.63,326.23780000000045,347.2080000000005,0.0,0.0
2015-11-19,359.09,327.39340000000044,347.2093500000004,0.0,0.0
2015-11-20,362.46,328.57640000000043,347.2095000000005,0.0,0.0
2015-11-23,363.25,329.8202000000004,347.22140000000053,0.0,0.0
2015-11-24,356.81,330.7984000000004,347.1521000000005,0.0,0.0
2015-11-25,360.62,331.7406000000004,347.1057000000005,0.0,0.0
2015-11-27,358.39,332.6758000000004,347.0232500000005,0.0,0.0
2015-11-30,363.72,333.7728000000004,346.96165000000053,0.0,0.0
2015-12-01,361.73,334.75960000000043,346.8686500000005,0.0,0.0
2015-12-02,358.92,335.85140000000035,346.77395000000047,0.0,0.0
2015-12-03,352.0,336.82620000000037,346.6459000000005,0.0,0.0
2015-12-04,360.76,338.0312000000004,346.5665000000005,0.0,0.0
2015-12-07,355.47,339.0810000000004,346.4617000000005,0.0,0.0
2015-12-08,348.94,340.17860000000036,346.3158500000005,0.0,0.0
2015-12-09,344.57,341.1996000000004,346.15910000000054,0.0,0.0
2015-12-10,345.25,342.1552000000003,346.0102500000005,0.0,0.0
2015-12-11,322.78,342.69240000000036,345.76705000000055,0.0,0.0
2015-12-14,319.6,343.0172000000003,345.4829500000006,0.0,0.0
2015-12-15,329.54,343.3358000000003,345.26235000000054,0.0,0.0
2015-12-16,331.0,343.7012000000003,345.07165000000055,0.0,0.0
2015-12-17,330.21,343.8926000000003,344.87300000000056,0.0,0.0
2015-12-18,321.47,343.95060000000035,344.65300000000053,0.0,0.0
2015-12-21,325.55,344.0994000000003,344.4578000000006,0.0,0.0
2015-12-22,330.51,344.3964000000003,344.32940000000053,1.0,1.0
2015-12-23,339.64,344.8868000000003,344.2355500000005,1.0,0.0
2015-12-24,337.4,345.1854000000003,344.07900000000046,1.0,0.0
2015-12-28,342.45,345.52180000000027,343.95255000000043,1.0,0.0
2015-12-29,343.6,345.7772000000002,343.80015000000043,1.0,0.0
2015-12-30,342.05,346.0606000000002,343.6391000000005,1.0,0.0
2015-12-31,340.52,346.3280000000002,343.4529000000005,1.0,0.0
2016-01-04,333.1,346.55040000000014,343.26865000000055,1.0,0.0
2016-01-05,333.96,346.5226000000002,343.0452500000006,1.0,0.0
2016-01-06,330.16,346.3100000000002,342.8244000000006,1.0,0.0
2016-01-07,315.73,345.88420000000013,342.55755000000056,1.0,0.0
2016-01-08,307.78,345.3284000000001,342.27685000000054,1.0,0.0
2016-01-11,308.32,344.5684000000001,342.0077000000006,1.0,0.0
2016-01-12,313.59,343.8430000000001,341.7675000000006,1.0,0.0
2016-01-13,304.61,342.89580000000007,341.45005000000054,1.0,0.0
2016-01-14,310.0,342.0044000000001,341.1708500000006,1.0,0.0
2016-01-15,296.58,340.7666000000001,340.84090000000054,0.0,-1.0
2016-01-19,294.0,339.5168000000001,340.4789000000006,0.0,0.0
2016-01-20,292.0,338.21080000000006,340.1040000000006,0.0,0.0
2016-01-21,289.9,336.8748000000001,339.7104000000006,0.0,0.0
2016-01-22,300.56,335.89460000000014,339.36465000000055,0.0,0.0
2016-01-25,289.72,334.6836000000001,338.9556000000006,0.0,0.0
2016-01-26,299.26,333.6588000000001,338.60465000000056,0.0,0.0
2016-01-27,302.12,332.78640000000007,338.2668000000005,0.0,0.0
2016-01-28,299.17,331.9048,337.8943500000005,0.0,0.0
2016-01-29,314.26,331.1434,337.5823500000004,0.0,0.0
2016-02-01,312.25,330.32,337.2827000000005,0.0,0.0
2016-02-02,301.21,329.13159999999993,336.96175000000056,0.0,0.0
2016-02-03,304.06,328.031,336.6335000000005,0.0,0.0
2016-02-04,313.7,327.05580000000003,336.36440000000044,0.0,0.0
2016-02-05,307.75,325.9458,336.0556000000005,0.0,0.0
2016-02-08,293.46,324.6788,335.6632500000006,0.0,0.0
2016-02-09,294.53,323.357,335.2710000000006,0.0,0.0
2016-02-10,298.56,322.1604,334.90435000000053,0.0,0.0
2016-02-11,294.21,320.7702,334.4861500000006,0.0,0.0
2016-02-12,306.8,319.6716,334.1868000000006,0.0,0.0
2016-02-16,314.47,318.7826,333.9394500000006,0.0,0.0
2016-02-17,319.88,318.1402,333.6956500000006,0.0,0.0
2016-02-18,315.97,317.2443999999999,333.42415000000057,0.0,0.0
2016-02-19,314.29,316.4208,333.16535000000056,0.0,0.0
2016-02-22,316.45,315.77099999999996,332.93060000000054,0.0,0.0
2016-02-23,309.86,315.0768,332.6515000000006,0.0,0.0
2016-02-24,307.98,314.3314,332.3412000000006,0.0,0.0
2016-02-25,313.62,314.1482,332.0704000000006,0.0,0.0
2016-02-26,313.92,314.0346,331.8141500000006,0.0,0.0
2016-02-29,311.96,313.68299999999994,331.5483000000006,0.0,0.0
2016-03-01,322.57,313.51439999999997,331.30380000000065,0.0,0.0
2016-03-02,326.73,313.4448,331.0832000000006,0.0,0.0
2016-03-03,323.14,313.47819999999996,330.84535000000056,0.0,0.0
2016-03-04,323.76,313.44239999999996,330.6087500000005,0.0,0.0
2016-03-07,326.73,313.36679999999996,330.3911500000005,0.0,0.0
2016-03-08,320.4,312.98199999999997,330.15205000000043,0.0,0.0
2016-03-09,328.31,312.80019999999996,329.95320000000044,0.0,0.0
2016-03-10,324.99,312.45099999999996,329.75300000000044,0.0,0.0
2016-03-11,339.65,312.37199999999996,329.6078500000005,0.0,0.0
2016-03-14,337.82,312.28739999999993,329.44940000000054,0.0,0.0
2016-03-15,334.13,312.1595999999999,329.2911500000006,0.0,0.0
2016-03-16,334.07,312.1789999999999,329.1401500000006,0.0,0.0
2016-03-17,341.94,312.33859999999993,329.0328500000006,0.0,0.0
2016-03-18,342.56,312.5865999999999,328.92090000000064,0.0,0.0
2016-03-21,341.98,313.11159999999995,328.8416500000006,0.0,0.0
2016-03-22,340.22,313.7603999999999,328.76615000000055,0.0,0.0
2016-03-23,339.23,314.3785999999999,328.69505000000055,0.0,0.0
2016-03-24,334.28,314.79239999999993,328.60280000000057,0.0,0.0
2016-03-28,336.91,315.4383999999999,328.50930000000056,0.0,0.0
2016-03-29,339.91,316.0365999999999,328.42480000000063,0.0,0.0
2016-03-30,341.37,316.9323999999999,328.36450000000065,0.0,0.0
2016-03-31,340.57,317.8637999999999,328.2909500000007,0.0,0.0
2016-04-01,342.53,318.8743999999999,328.2172000000007,0.0,0.0
2016-04-04,338.52,319.8467999999999,328.12330000000065,0.0,0.0
2016-04-05,334.8,320.5315999999999,327.99290000000065,0.0,0.0
2016-04-06,337.2,321.48119999999994,327.8829500000006,0.0,0.0
2016-04-07,328.37,322.06339999999994,327.7300000000006,0.0,0.0
2016-04-08,331.6,322.6529999999999,327.5872500000006,0.0,0.0
2016-04-11,332.96,323.32879999999994,327.4742000000006,0.0,0.0
2016-04-12,339.31,323.8297999999999,327.4151000000006,0.0,0.0
2016-04-13,348.29,324.5505999999999,327.38420000000065,0.0,0.0
2016-04-14,354.91,325.62459999999993,327.43605000000065,0.0,0.0
2016-04-15,357.74,326.6982,327.4948500000006,0.0,0.0
2016-04-18,358.0,327.5841999999999,327.5478500000006,1.0,1.0
2016-04-19,364.66,328.7223999999999,327.64415000000054,1.0,0.0
2016-04-20,366.92,330.1915999999999,327.7647000000006,1.0,0.0
2016-04-21,364.09,331.5827999999999,327.87210000000056,1.0,0.0
2016-04-22,365.47,332.92099999999994,328.0288500000006,1.0,0.0
2016-04-25,363.66,334.30999999999995,328.1627000000006,1.0,0.0
2016-04-26,365.96,335.49319999999994,328.29520000000065,1.0,0.0
2016-04-27,367.47,336.55319999999995,328.4112500000007,1.0,0.0
2016-04-28,358.83,337.33219999999994,328.4917500000007,1.0,0.0
2016-04-29,356.33,338.13939999999997,328.5409500000007,1.0,0.0
2016-05-02,361.5,339.08359999999993,328.57705000000067,1.0,0.0
2016-05-03,355.69,339.8683999999999,328.5828000000007,1.0,0.0
2016-05-04,352.17,340.71459999999985,328.5781500000007,1.0,0.0
2016-05-05,352.08,341.5965999999999,328.57945000000063,1.0,0.0
2016-05-06,356.01,342.44439999999986,328.60950000000065,1.0,0.0
2016-05-09,355.01,343.26619999999986,328.6523500000006,1.0,0.0
2016-05-10,360.18,344.2305999999999,328.74620000000056,1.0,0.0
2016-05-11,353.82,344.8555999999999,328.83410000000055,1.0,0.0
2016-05-12,355.6,345.4329999999999,328.9279000000006,1.0,0.0
2016-05-13,347.29,345.91599999999994,328.96515000000056,1.0,0.0
2016-05-16,351.83,346.4774,329.0305500000006,1.0,0.0
2016-05-17,348.82,346.9192,329.0930500000006,1.0,0.0
2016-05-18,353.49,347.58099999999996,329.18700000000064,1.0,0.0
2016-05-19,350.57,348.02619999999996,329.2776500000007,1.0,0.0
2016-05-20,354.01,348.6065999999999,329.3742500000006,1.0,0.0
2016-05-23,353.9,348.89159999999987,329.47840000000053,1.0,0.0
2016-05-24,361.18,349.3587999999999,329.6250500000005,1.0,0.0
2016-05-25,364.09,349.95799999999986,329.7675500000005,1.0,0.0
2016-05-26,363.1,350.53859999999986,329.9330500000005,1.0,0.0
2016-05-27,365.09,351.0015999999999,330.1228500000005,1.0,0.0
2016-05-31,363.85,351.4273999999998,330.3125500000005,1.0,0.0
2016-06-01,364.59,351.87959999999987,330.49480000000045,1.0,0.0
2016-06-02,361.11,352.2973999999998,330.65370000000047,1.0,0.0
2016-06-03,359.37,352.7001999999998,330.8069500000004,1.0,0.0
2016-06-06,362.06,353.25579999999985,331.00095000000044,1.0,0.0
2016-06-07,359.06,353.6987999999999,331.2109500000004,1.0,0.0
2016-06-08,360.35,354.1075999999999,331.4763500000005,1.0,0.0
2016-06-09,357.96,354.43939999999986,331.7703000000005,1.0,0.0
2016-06-10,346.97,354.5673999999999,332.0318500000005,1.0,0.0
2016-06-13,344.59,354.6085999999999,332.2393500000005,1.0,0.0
2016-06-14,339.79,354.63399999999996,332.36595000000045,1.0,0.0
2016-06-15,339.55,354.7289999999999,332.5075500000005,1.0,0.0
2016-06-16,339.46,354.7741999999999,332.6925000000005,1.0,0.0
2016-06-17,341.88,355.04439999999994,332.93040000000053,1.0,0.0
2016-06-20,348.43,355.381,333.1799000000005,1.0,0.0
2016-06-21,348.0,355.6818,333.41860000000054,1.0,0.0
2016-06-22,347.67,355.84899999999993,333.6857500000005,1.0,0.0
2016-06-23,356.85,356.0201999999999,333.96285000000057,1.0,0.0
2016-06-24,332.51,355.57219999999984,334.1415500000005,1.0,0.0
2016-06-27,319.54,354.80819999999983,334.2327000000005,1.0,0.0
2016-06-28,323.96,354.12739999999985,334.33595000000054,1.0,0.0
2016-06-29,336.74,353.56899999999985,334.51435000000055,1.0,0.0
2016-06-30,342.53,353.08119999999985,334.68750000000057,1.0,0.0
2016-07-01,341.28,352.62499999999983,334.8263500000006,1.0,0.0
2016-07-05,336.08,352.03719999999987,334.94860000000057,1.0,0.0
2016-07-06,336.11,351.4861999999999,335.0848000000006,1.0,0.0
2016-07-07,335.11,350.8691999999999,335.1984000000006,1.0,0.0
2016-07-08,345.2,350.4237999999999,335.4027500000006,1.0,0.0
2016-07-11,347.5,350.19719999999984,335.6239500000006,1.0,0.0
2016-07-12,357.37,350.2179999999998,335.90825000000063,1.0,0.0
2016-07-13,357.5,350.1379999999998,336.18085000000065,1.0,0.0
2016-07-14,355.19,350.1279999999998,336.48650000000066,1.0,0.0
2016-07-15,356.85,350.2215999999998,336.8031500000007,1.0,0.0
2016-07-18,357.78,350.3355999999998,337.10470000000066,1.0,0.0
2016-07-19,356.58,350.3469999999998,337.4080000000007,1.0,0.0
2016-07-20,359.78,350.44239999999985,337.69010000000065,1.0,0.0
2016-07-21,359.5,350.42879999999985,337.9195500000007,1.0,0.0
2016-07-22,363.05,350.61339999999984,338.1711500000007,1.0,0.0
2016-07-25,361.42,350.72979999999984,338.3750500000007,1.0,0.0
2016-07-26,361.93,351.0225999999998,338.59185000000065,1.0,0.0
2016-07-27,363.31,351.2521999999998,338.8178500000006,1.0,0.0
2016-07-28,363.37,351.5431999999998,339.05640000000056,1.0,0.0
2016-07-29,366.25,351.79839999999973,339.3120500000006,1.0,0.0
2016-08-01,368.32,352.15339999999975,339.5413000000006,1.0,0.0
2016-08-02,367.08,352.4147999999998,339.7485500000006,1.0,0.0
2016-08-03,368.16,352.69999999999976,339.93520000000063,1.0,0.0
2016-08-04,366.25,352.8013999999998,340.1270500000006,1.0,0.0
2016-08-05,374.75,353.01459999999975,340.3650500000006,1.0,0.0
2016-08-08,371.69,353.18639999999976,340.61360000000064,1.0,0.0
2016-08-09,368.65,353.2575999999998,340.78010000000063,1.0,0.0
2016-08-10,366.44,353.3093999999998,340.90835000000067,1.0,0.0
2016-08-11,367.39,353.3653999999998,341.06020000000063,1.0,0.0
2016-08-12,366.6,353.47519999999975,341.2153500000006,1.0,0.0
2016-08-15,370.74,353.7025999999998,341.3374500000006,1.0,0.0
2016-08-16,367.07,353.80279999999976,341.4235000000006,1.0,0.0
2016-08-17,370.1,354.0235999999997,341.51415000000065,1.0,0.0
2016-08-18,370.79,354.23239999999976,341.5952500000006,1.0,0.0
2016-08-19,372.05,354.5141999999998,341.6631500000006,1.0,0.0
2016-08-22,371.55,355.00579999999974,341.73845000000057,1.0,0.0
2016-08-23,372.28,355.5595999999997,341.8133500000006,1.0,0.0
2016-08-24,369.12,356.1461999999997,341.87545000000057,1.0,0.0
2016-08-25,368.5,356.7251999999997,341.9701000000005,1.0,0.0
2016-08-26,371.09,357.3577999999997,342.0742000000005,1.0,0.0
2016-08-29,373.8,357.99619999999965,342.1907000000005,1.0,0.0
2016-08-30,376.0,358.54759999999965,342.3420000000005,1.0,0.0
2016-08-31,372.81,359.0437999999997,342.48980000000046,1.0,0.0
2016-09-01,372.17,359.5337999999997,342.58900000000045,1.0,0.0
2016-09-02,373.85,359.8737999999997,342.6911500000005,1.0,0.0
2016-09-06,371.59,360.6553999999997,342.74595000000045,1.0,0.0
2016-09-07,373.54,361.73539999999974,342.81820000000045,1.0,0.0
2016-09-08,372.38,362.7037999999998,342.86780000000044,1.0,0.0
2016-09-09,362.18,363.2125999999997,342.86245000000036,1.0,0.0
2016-09-12,368.1,363.7239999999997,342.9189000000004,1.0,0.0
2016-09-13,360.91,364.1165999999997,342.9203500000005,1.0,0.0
2016-09-14,360.7,364.6089999999997,342.93190000000044,1.0,0.0
2016-09-15,365.5,365.1967999999997,342.9408000000005,1.0,0.0
2016-09-16,365.97,365.81399999999974,342.9620000000005,1.0,0.0
2016-09-19,367.96,366.26919999999967,343.0072000000005,1.0,0.0
2016-09-20,365.71,366.63339999999965,343.07575000000054,1.0,0.0
2016-09-21,370.37,366.8933999999997,343.12380000000053,1.0,0.0
2016-09-22,373.87,367.22079999999966,343.2158000000005,1.0,0.0
2016-09-23,365.65,367.4299999999997,343.29935000000046,1.0,0.0
2016-09-26,360.7,367.5069999999998,343.38000000000045,1.0,0.0
2016-09-27,361.79,367.58719999999977,343.4627000000004,1.0,0.0
2016-09-28,361.68,367.68919999999974,343.6572000000004,1.0,0.0
2016-09-29,357.23,367.63819999999976,343.84535000000034,1.0,0.0
2016-09-30,362.46,367.6973999999998,344.0099500000004,1.0,0.0
2016-10-03,360.07,367.63779999999974,344.1553000000004,1.0,0.0
2016-10-04,356.03,367.5299999999998,344.2844000000004,1.0,0.0
2016-10-05,358.24,367.4561999999998,344.4682500000004,1.0,0.0
2016-10-06,356.8,367.3259999999998,344.6245000000004,1.0,0.0
2016-10-07,357.21,367.2027999999998,344.7580000000005,1.0,0.0
2016-10-10,358.8,367.05379999999974,344.8538000000005,1.0,0.0
2016-10-11,351.87,366.72479999999973,344.92615000000046,1.0,0.0
2016-10-12,351.1,366.4051999999997,344.9694000000005,1.0,0.0
2016-10-13,349.34,366.0287999999997,344.9981000000005,1.0,0.0
